view_count;likes;dislikes;comment_count
2009567;26793;1283;2276
408564;24178;301;1236
2443506;92224;1447;3482
872793;36941;582;1563
5106540;363118;1508;20386
36312874;941972;8829;19647
3004433;43082;621;2320
7563891;491165;21392;69102
2607919;74313;706;2500
1451427;69435;734;2421
2730745;79753;1323;3248
245441;6125;65;172
98677;7435;89;431
585389;3316;1998;323
15353991;1313424;26266;1620
5730168;230772;8894;2832
5174310;84972;1555;3389
132862;1456;55;660
151293;10632;111;1402
35845459;840542;14585;143710
96713;2859;244;317
1246913;35119;530;2140
2137119;62900;797;2073
66137;573;18;223
28402562;961506;48172;2293
2050901;67385;1200;4760
2523948;192463;1841;7078
1008730;42206;286;3495
2026454;185943;2272;2981
4197437;57305;3604;386
3098078;182137;3450;7394
2865053;87256;1086;3325
2020170;211541;1429;1060
2577712;211991;3065;1646
1436926;74444;1091;6900
1944518;118206;2288;6805
960653;10440;4458;11430
10749812;152684;6550;7678
119967;1297;132;36
61637;2041;135;240
14240994;692621;7302;24098
436545;7596;200;708
529050;25281;1472;1809
486957;3234;83;555
487835;14182;183;934
1356630;119611;2106;14400
1512827;148351;2876;3262
770166;26863;185;2076
19930117;840338;25723;1385
621874;27418;1233;141
205251;6213;323;606
50622;1119;11;255
5987606;54483;2005;7748
7708200;510829;11286;2319
516787;5822;242;319
2352811;30276;2510;290
790784;4744;235;2259
315237;2346;141;1713
863667;7218;370;1467
922232;52369;382;451
216522;10697;164;1613
1368611;34501;957;6195
226036;2793;163;1486
914305;33903;3580;3056
176196;7666;105;309
38127880;481613;45682;34087
1163682;37949;574;1052
437356;14537;297;977
363902;30646;344;1449
298565;8876;126;413
5611619;83370;3601;2823
422905;16616;468;0
624660;33623;352;5257
3896025;132216;1777;2633
4826087;163083;1236;7180
160115;7328;160;951
132210;665;2081;1039
1608267;6025;565;5366
1150480;126627;485;12748
953261;51148;579;3397
106417;5991;116;556
863562;22688;771;940
378937;9224;312;511
435973;17393;115;1359
489439;17179;144;4571
299752;11096;82;723
84593;1152;19;160
1014727;43646;1075;2754
14425384;636689;10552;9751
878959;30343;643;3296
967367;19916;757;1954
2645822;68650;516;2656
2812227;104302;1122;11043
10900496;563605;6658;28883
3486682;50296;3880;607
97651;991;21;80
19140097;136071;4666;4581
6156854;206262;2208;5440
61884;3614;34;282
203645;1318;27;437
1536896;69407;723;1586
33009147;451683;6705;15493
204635;4022;201;910
1136201;79854;1494;9541
2398046;103890;1686;6950
285772;17739;107;373
333903;18838;372;347
752080;41953;419;1718
151249;16033;110;485
605065;43134;141;3149
13323137;133332;4620;4757
7242313;95123;4502;6932
684145;8535;274;1318
676638;31147;761;2431
1031687;67778;872;2017
87531;5658;19;146
233993;9523;189;1296
138261;6281;220;971
16115760;945153;17225;61214
2465931;73768;959;3983
203866;4806;143;1000
12526086;701661;9855;25653
3215146;74809;369;5451
1296495;16372;622;322
324976;15598;684;1754
1056501;15043;779;1848
5465622;196448;2688;27294
2925634;132138;1796;6049
2123632;26500;848;340
3378396;19341;4309;421
8018321;357385;5019;17204
799842;64718;4025;13905
345407;55016;1144;1503
316153;27433;100;302
12148694;142944;5036;2305
15585553;49452;1402;4653
6300538;317856;7438;19139
1822587;10829;727;1155
4626527;123863;1549;2025
197388;9476;121;549
5821312;280621;7005;15330
2698989;69716;3026;9535
259803;24363;200;1846
4946300;231606;1639;6416
248672;2619;69;76
931069;22110;407;1422
1571338;77337;1261;2731
3028476;38325;431;1754
528026;38175;133;1742
46992240;849159;10878;23401
27035203;1909949;16524;28966
625555;5562;310;1873
2909044;79542;1648;253
39936227;1705368;10818;38185
3558693;150490;2643;17433
1388889;27361;808;1635
1468015;81556;4907;6825
2843233;77300;1415;3003
1525613;83892;1553;1274
815660;21831;197;1007
9323919;130004;4143;10262
5313876;326091;1016;10069
12662332;2426630;15390;113765
621185;84429;434;3591
4649563;157327;1081;2012
9751682;120618;5369;16331
6825518;92375;5632;6192
926094;54520;1675;11984
245700;22681;773;3043
724653;17999;1513;880
5625522;438302;9764;21146
2018266;22962;2011;4470
3846072;147101;3394;4577
1548231;29639;1320;3781
369724;4326;339;199
10030969;431207;3488;23790
742849;21964;530;1329
789024;65865;499;4080
12615291;80449;2870;2973
529861;3620;120;809
194631;9789;199;701
1647563;113809;931;23062
1592081;11978;1455;152
2831457;51164;909;2839
2470147;181643;2055;3267
163662;5171;176;320
4911599;175971;3727;5328
26386928;735371;13246;41218
11230272;144626;3040;6217
8348724;226874;11477;7222
1032831;41882;882;821
9362489;279244;4203;11120
620155;7472;169;1400
635463;16781;481;858
680713;67692;279;2165
803634;30047;418;2291
11778970;325085;17901;11735
486376;33759;342;781
2107914;106991;3501;5262
4589094;117370;6970;10373
12452208;427928;10247;18032
436440;56778;162;1096
361176;12476;171;439
1450821;21461;444;1468
3742930;86479;1893;5820
180849;5633;557;221
1308832;81723;1886;1613
5834026;303818;2339;17645
28083014;1143356;15652;95172
323130;1981;381;1293
7406694;210646;3004;11179
43813187;680299;5655;147994
1210363;161894;1030;12023
1941719;62360;886;5064
25035222;1344142;71062;1973
3670370;67040;1630;2767
250939;6645;192;939
8489687;99009;4985;3449
210098;8524;85;330
2153995;71300;505;2561
17481850;447467;9040;39748
155448;5683;213;46
467902;4305;142;915
1715080;18291;637;2808
18085869;174313;4573;7949
5531063;272053;2903;16750
1752786;148752;1845;4928
1165918;24925;551;1974
293792;16571;190;991
8307923;278738;2047;7651
270779;14256;57;487
18008560;519929;4209;28121
2153664;38741;1253;5847
3209698;33022;1649;10166
2431970;75856;1906;6651
4489733;60899;1320;2258
1495953;70722;967;6310
25657340;519229;11196;43130
652934;11120;156;1146
449188;6483;314;3400
1360082;6802;1315;108
438938;18370;118;822
60759;4745;29;137
1875138;99148;1403;1870
480145;21094;326;613
587856;12862;338;2572
186030;15277;262;393
2845570;188999;1268;3430
463711;4149;164;987
2537568;118544;618;4947
379174;20234;291;1196
133424;2015;172;191
1859666;41981;2261;1130
4094214;91209;1213;3082
6567456;163910;955;14162
1276163;86777;1620;2564
429849;7753;157;330
10372316;284863;4467;12583
710673;64430;547;6370
2033673;115162;1751;3250
835455;38246;292;5555
367460;14527;208;680
661922;66336;240;4100
1066303;47847;584;1251
2117407;39259;648;1198
1048205;47952;280;2938
327792;2066;747;2680
344511;4149;95;542
1156736;36553;935;1702
361015;17233;278;589
21000291;279451;9780;25574
4199164;145730;4023;4519
2485480;64940;1816;3665
996902;4285;583;167
47301666;1948935;62066;116965
2434325;323304;1060;12936
1779061;89658;680;5473
609966;36270;1710;326
1830098;149447;1979;510
494661;23810;570;1832
1605597;77675;2371;7637
2532837;47453;1187;4224
22931527;434110;2066;52300
660952;13085;394;2121
382030;26892;103;2089
800315;46734;1124;6372
24239439;203882;12587;18095
9915521;214748;3987;12469
2470049;58780;655;1881
5675115;112121;1459;1848
1558137;24136;16354;13272
455497;8970;65;783
760687;2495;1003;2445
448393;6134;107;0
2399006;27834;937;5084
1832169;47882;398;366
604237;37918;401;4450
2012239;41503;999;3052
114778;1653;74;93
2092153;179002;1011;9087
2730091;164111;8335;6962
6017336;75073;1629;2505
271129;15050;912;164
20341117;480855;9024;10687
3172768;376280;3370;22851
18826907;681197;14626;27024
758079;14665;263;1056
147860;5376;30;622
283934;10962;81;313
573591;16571;238;369
7804137;159474;2227;10552
1184638;95333;1117;1983
230178;13627;124;721
7379225;1196178;12032;46248
594061;22255;470;973
14299386;274209;6818;6708
1863171;28178;286;1068
4387720;144186;4027;10044
6509029;246670;3744;7154
9409080;519254;18499;24560
4735187;103220;1736;4328
154598;190;96;215
1943665;80293;897;5787
21729362;633864;61733;451
725644;18796;448;1150
573368;5334;280;1255
1304519;6524;402;2635
2451534;165043;2344;2699
333416;10993;383;689
1319152;27272;1007;2190
521376;67714;178;3488
593101;28148;294;378
32171;222;242;597
92741;1689;40;524
644455;5983;116;180
270297;15856;261;895
79879;3126;232;12
1435846;85438;534;778
3376893;78339;1389;6406
1160244;68901;290;10461
1482956;79455;749;1917
863120;59798;712;4192
803007;41628;2183;3683
350076;13893;160;765
504076;6860;710;6642
843050;42931;1242;1922
269358;14164;93;2094
506140;4428;2146;5402
779715;14248;359;1331
2951627;45560;1916;2566
1239702;174331;2233;3276
225387;5583;95;412
11988330;401401;12643;21383
5061272;647401;7091;51737
703345;3055;265;60
2684099;56171;1242;3824
1671733;162433;1396;822
1108797;84507;960;7263
555034;13594;188;828
1617731;18404;579;3217
1118395;10659;921;4542
549681;36643;848;2678
1641349;50229;1003;4640
544051;36306;342;3415
144707;23059;136;424
1016449;87722;705;3300
891057;35448;1207;953
2566826;64832;1402;3108
225842;16638;1498;4257
5339700;193897;2520;13968
366876;6997;162;427
1241419;48146;953;1004
2981203;75768;1809;3593
1288637;71141;862;4272
800429;74077;755;4540
5452971;141393;2330;6450
1596583;22608;355;1279
204988;10209;99;343
8399383;195905;4990;9735
4780473;261331;4036;10743
1671029;40021;433;1460
3047656;159045;840;13599
2372804;198790;5254;1130
315733;3640;147;900
1420071;48729;479;1365
2575472;34890;2060;9272
4094686;176784;1847;7152
774508;18312;237;575
610911;27970;277;1962
527223;16223;123;703
7569734;286304;6007;1050
950857;28880;483;7130
1235072;42063;1516;2147
407109;30225;286;994
323940;8784;267;1398
1250612;103447;460;2971
2341216;58385;687;1557
4625258;97971;2488;3063
1660346;21175;656;382
864686;48278;605;1026
1908708;42198;2246;2634
2012535;31660;893;3300
449867;12645;417;1107
300405;11963;213;529
1119345;67690;658;5890
858154;38546;1007;13112
5464728;442603;757;16790
1296384;46658;710;1924
687033;9145;294;348
12958044;636479;5890;34283
2486459;196173;1911;1266
15405965;1007073;25600;3304
1923021;134302;769;2442
1805701;63583;804;2480
1197990;10338;200;839
572538;68358;905;4501
209485;1922;141;1205
1172764;32409;1895;1665
2750505;47062;834;1724
132985;5601;53;307
1104715;16671;330;837
2220133;44620;796;773
497132;56575;352;2926
2597188;52519;2502;1903
85804;13389;76;1148
667696;29403;325;946
517258;22243;306;889
2790129;84008;1637;6618
1673918;119424;1178;4422
436403;8694;526;1576
313990;10304;127;1238
834689;46885;328;2012
7086505;169514;1810;6528
706021;39756;281;8735
470989;12461;434;1233
2166779;22407;941;4549
2805888;61611;990;5021
2080053;72268;947;1002
594662;12240;165;472
8870026;135249;4448;8875
6259373;384294;15594;6760
18451469;1021963;26394;14828
3573605;92997;3033;12275
5351752;49268;2772;3630
1849377;35868;1563;2495
416379;3585;459;4042
5784621;44624;744;449
1587411;39354;616;2216
978440;28269;400;927
1179063;15460;601;1262
434615;2903;57;200
691631;35818;196;1294
702996;3714;147;859
4485978;246677;3399;11475
2494723;59985;516;4660
1734118;19770;775;1482
384100;18089;227;679
281508;10918;170;1476
3961695;142368;1022;1983
717699;23429;267;1403
70036547;2039785;51327;409218
2080263;196013;2150;2067
1531662;107622;628;3257
3039669;49285;1495;3905
3954806;127308;1009;8577
1867764;26739;1829;1244
1143110;18450;223;1504
406531;19640;187;1632
349828;5932;482;108
370722;4881;68;785
474334;20908;408;2190
701093;13753;314;2230
119785;883;319;294
1021123;43999;423;1070
3446768;23963;1169;750
962495;70108;487;18333
5008703;161408;1161;1947
1523934;10692;1235;109
5015553;78959;2124;3143
2217543;207314;3332;5676
1704699;63301;905;3262
1501690;158707;5807;12321
1465585;101523;2038;3356
24022;2772;73;833
3335884;129547;981;7127
1604046;95783;1675;7058
609322;21176;879;993
383706;26691;304;1003
1854077;262461;3098;22919
390461;13842;270;495
1589099;68500;854;1864
886328;76120;1339;5434
467121;15421;804;4262
202210;723;69;77
1034941;16402;2987;2082
10894318;674696;6074;18288
2001512;111895;822;6183
759100;29570;507;101
1533923;62140;2324;8778
7221759;440248;4672;28299
395455;25246;119;1249
542640;10710;594;2765
79777;2761;59;310
133636;1922;35;220
1372693;13921;696;2356
194192559;1903558;19611;71527
295129;18750;1694;1384
939640;23951;818;1901
245886;19162;184;1337
701492;5588;655;3138
908926;11077;579;1960
3937163;122202;1322;4310
989868;10652;509;1386
276134;6861;216;498
181197;10053;111;890
75482;2450;534;173
946452;48781;280;2559
10955892;556717;16511;1425
5957558;619209;9791;37888
1441135;58012;509;1517
2431562;254712;13164;26434
328939;5256;144;416
12953306;421179;10686;25034
2035204;100290;2133;13757
582036;9686;128;741
6324732;627546;15326;38390
12869861;665134;7385;16938
346502;1559;2484;259
3965395;43759;1415;3187
338295;17605;332;465
257688;3429;92;478
170260326;2876329;72278;89393
189777;1486;54;544
20087219;348040;5355;33821
439870;4765;217;208
571909;5422;211;702
5172496;65810;2798;2561
754221;17378;1527;101
2082840;88553;2129;1162
711595;30949;434;2648
301331;17842;197;2340
2485079;92028;1656;3430
2305630;24351;1348;1459
102064506;1624361;19356;78116
4386854;259410;1614;16368
662096;41183;1270;3566
731141;58799;1400;2811
71566;1680;28;272
1316192;29341;3373;1313
7595208;715681;10827;7864
1064896;69164;1077;2343
1458557;7401;1371;118
7747880;249913;3025;15843
5708363;146605;2454;5254
645358;24388;643;1184
1381874;64852;695;3501
2107292;85937;955;6611
187199;910;149;1543
2887854;61473;744;2341
20830471;229854;17040;1545
5346156;233138;1339;21847
2198857;43311;422;0
8744520;2039182;5521;76707
1920309;76972;1231;6510
295528;8707;168;453
4493331;56280;1152;1876
806078;27358;197;1050
12355405;197128;6506;40145
94499716;836891;20537;10090
17993217;908184;12684;4576
12830883;637505;42401;39351
7867365;213365;21584;651
1970667;26264;854;4128
1083265;115175;1472;0
438429;5562;177;961
6630552;426644;2794;25152
1986295;37621;431;1591
561561;12291;521;1629
52036350;492799;12509;16290
8818863;78177;9451;1770
418977;18043;288;705
668362;23409;217;1261
688714;23371;405;2688
1126363;31365;1152;1907
948456;66248;1070;1672
4936510;145287;3444;4154
403692;8931;142;656
2207124;25261;1186;917
3504473;316349;1332;3741
5167244;46672;5757;827
7260073;225642;10051;1152
195237;718;223;968
193194;4691;93;500
881101;11984;303;1551
5529866;152848;2198;8251
1330593;15233;687;2533
1922853;54516;923;5955
31280591;3735698;13024;311582
2464268;182334;4392;5906
3119088;54800;963;1623
2521832;28604;1064;5322
61652;643;36;817
4012245;111111;1360;11333
6875592;143028;9793;14662
4327881;173232;1698;10101
358165;5809;144;355
1938227;96903;2213;15109
1519455;114183;678;5031
535747;17744;299;461
2746151;119913;1616;8930
564725;38332;844;3001
1038363;17045;376;482
326245;26991;619;2598
779881;59699;237;8042
7390242;233398;1760;3337
2679430;184486;3134;9501
1542794;15361;1017;1335
15194043;891986;14918;6385
10173447;402400;4711;14497
539339;44287;1030;2888
89714532;2471933;23353;75755
757796;20907;401;808
34990550;400049;4767;10964
4869963;157173;2828;7475
567293;7569;210;2143
363155;2179;257;36
5926343;118447;3735;1688
56584;1008;26;85
240615;4995;162;615
668034;55319;1043;2893
2091319;219059;410;13553
1232431;45123;561;1828
247953;5680;64;89
10648204;228345;3822;12445
736557;15275;1618;1012
576328;31224;81;1168
1149249;13072;240;1892
596319;19946;9460;1240
1806816;29632;460;3333
266452;7499;125;442
12928591;266252;5595;6965
578810;23703;242;2443
478521;23935;165;741
228484;20653;345;1275
3232296;277088;1418;9000
4240066;270744;4413;11404
2086813;27270;1058;3680
125187193;4384988;146461;157187
199341;8226;83;285
4012423;143800;1941;4906
895674;37733;188;1035
1146677;71263;913;2891
168967;3448;80;374
731967;4227;198;1111
1209478;36026;905;1594
2641712;36342;1146;594
8484343;243944;21498;22548
22957502;470381;10767;32522
677389;22122;128;926
29002369;951708;13165;87197
2920748;143855;899;8695
498701;7329;178;882
3415188;163343;2416;7718
1210276;140039;506;9278
8001301;699873;12851;20489
1110897;18366;299;1752
13633186;633500;2201;19108
820482;30285;585;2740
591910;5455;445;8
2937954;127607;1682;9342
927615;67916;559;4385
94951;1808;31;186
7087042;165379;2139;3755
628236;35858;210;1679
2403862;12072;464;1002
106999;5032;110;767
271198;14623;215;1078
884101;39545;538;4084
8297479;329062;3240;12477
8816295;763042;14446;7180
11015329;520672;7955;10575
